Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1687,25-Nov-22,Area Sales Manager,EW,Active,Part-Time,Zone C,Full-Time,IT/IS,Engineers,25-04-1967,MA,Male,White,Widowed,Fully Meets,3,03-08-2023,3,4,5,24-Feb-23,Customer Service,Internal,Failed,4,455.1,55
1688,30-Mar-20,Area Sales Manager,MSC,Active,Full-Time,Zone A,Full-Time,IT/IS,Shop (Fleet),23-07-1956,OR,Male,Other,Divorced,Fully Meets,3,12-11-2022,1,4,5,21-Dec-22,Project Management,Internal,Completed,3,880.67,64
1689,02-Jan-21,Senior BI Developer,MSC,Active,Part-Time,Zone C,Temporary,Admin Offices,Field Operations,04-12-1985,MA,Male,Other,Married,Fully Meets,3,26-04-2023,5,3,5,15-Sep-22,Customer Service,External,Passed,2,712.64,36
1690,26-Feb-19,Senior BI Developer,NEL,Active,Contract,Zone A,Temporary,Admin Offices,Yard (Material Handling),20-01-1942,MA,Male,Black,Widowed,Fully Meets,3,12-11-2022,3,1,5,21-Jan-23,Communication Skills,Internal,Failed,3,504.34,77
1691,06-Oct-19,Senior BI Developer,PL,Active,Contract,Zone A,Part-Time,IT/IS,Project Management - Con,21-01-1946,MA,Male,Black,Widowed,Fully Meets,3,30-11-2022,3,1,2,21-Sep-22,Customer Service,External,Failed,3,120.37,73
1692,19-Apr-20,Sales Manager,PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Engineers,23-09-1943,MA,Female,Other,Widowed,Fully Meets,3,25-06-2023,2,2,1,08-Mar-23,Project Management,External,Failed,1,705.24,77
1693,24-Dec-22,Sales Manager,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,13-08-1985,MA,Female,Other,Single,Fully Meets,3,18-12-2022,3,5,1,10-Mar-23,Project Management,External,Passed,5,928.81,37
1694,09-Apr-21,CIO,TNS,Terminated,Part-Time,Zone A,Temporary,IT/IS,Aerial,04-10-1961,MA,Male,Asian,Married,Fully Meets,3,31-08-2022,3,5,3,30-Aug-22,Communication Skills,Internal,Completed,5,638.07,60
1695,04-Sep-18,BI Director,SVG,Terminated,Contract,Zone C,Full-Time,IT/IS,Isp,13-11-1981,MA,Female,Other,Widowed,Fully Meets,3,25-05-2023,3,3,3,03-Jan-23,Leadership Development,Internal,Passed,2,913.34,37
1696,07-Nov-21,BI Developer,NEL,Active,Full-Time,Zone C,Temporary,IT/IS,General - Eng,16-09-1962,MA,Male,Hispanic,Married,Fully Meets,3,27-05-2023,4,4,1,29-May-23,Project Management,Internal,Completed,1,754.78,59
1697,24-May-23,BI Developer,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Con,15-06-1987,MA,Male,Asian,Widowed,Fully Meets,3,15-10-2022,1,5,2,14-Oct-22,Leadership Development,External,Passed,4,503.3,36
1698,15-Feb-21,Area Sales Manager,EW,Active,Full-Time,Zone A,Part-Time,IT/IS,Billable Consultants,14-11-1994,MA,Male,White,Married,Fully Meets,3,21-03-2023,3,5,4,23-Nov-22,Technical Skills,External,Passed,5,218.31,27
1699,03-Nov-21,Senior BI Developer,PL,Active,Contract,Zone C,Part-Time,Admin Offices,Executive,17-06-1993,MA,Male,Hispanic,Married,Fully Meets,3,25-04-2023,2,4,3,24-Jul-23,Customer Service,External,Incomplete,3,730.86,28
1700,20-Sep-18,Senior BI Developer,BPC,Active,Contract,Zone C,Temporary,IT/IS,Engineers,08-04-1958,MA,Male,Asian,Widowed,Fully Meets,3,04-05-2023,5,2,4,19-Sep-22,Customer Service,External,Completed,4,203.34,60
1701,23-Jul-19,Senior BI Developer,CCDR,Active,Contract,Zone A,Full-Time,IT/IS,Project Management - Con,06-11-1954,MA,Male,Other,Single,Fully Meets,3,29-04-2023,5,3,2,18-Jun-23,Technical Skills,Internal,Passed,1,460.53,65
1702,12-May-22,Sales Manager,SVG,Active,Contract,Zone A,Part-Time,IT/IS,Project Management - Con,08-09-1989,MA,Female,Other,Single,Fully Meets,3,20-01-2023,4,1,2,19-Mar-23,Communication Skills,Internal,Completed,5,733.92,33
1703,03-Oct-18,Sales Manager,EW,Active,Full-Time,Zone B,Part-Time,Sales,Aerial,23-02-1978,MA,Female,Other,Single,Fully Meets,3,16-02-2023,1,1,4,06-Oct-22,Customer Service,Internal,Completed,2,987.43,40
1704,26-Nov-20,CIO,CCDR,Active,Part-Time,Zone C,Part-Time,IT/IS,Project Management - Con,21-06-1994,MA,Female,Hispanic,Widowed,Fully Meets,3,06-04-2023,4,4,3,13-May-23,Customer Service,External,Completed,1,691.32,26
1705,04-Oct-18,BI Director,EW,Active,Part-Time,Zone B,Full-Time,IT/IS,Project Management - Con,16-05-1958,MA,Female,Hispanic,Single,Fully Meets,3,02-04-2023,4,4,1,22-Oct-22,Communication Skills,External,Passed,1,663.08,60
1706,02-Dec-20,BI Developer,NEL,Active,Contract,Zone A,Full-Time,IT/IS,Aerial,03-04-1990,MA,Female,Hispanic,Married,Fully Meets,3,19-06-2023,3,2,5,21-Sep-22,Customer Service,External,Incomplete,1,970.01,30
1707,24-Sep-21,BI Developer,PL,Active,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,20-03-1994,MA,Male,Asian,Married,Fully Meets,3,21-10-2022,5,4,3,26-May-23,Customer Service,Internal,Passed,3,496.31,27
1708,10-Sep-20,BI Developer,PYZ,Active,Full-Time,Zone A,Temporary,IT/IS,Splicing,12-05-1990,MA,Male,Asian,Widowed,Fully Meets,3,29-01-2023,4,5,4,20-Jun-23,Customer Service,Internal,Incomplete,5,640.01,30
1709,25-May-22,Area Sales Manager,SVG,Active,Full-Time,Zone C,Temporary,IT/IS,General - Sga,22-03-1962,OR,Male,Black,Married,Fully Meets,3,10-05-2023,5,4,2,03-Jun-23,Technical Skills,External,Failed,4,858.8,60
1710,15-Feb-19,Senior BI Developer,PL,Active,Part-Time,Zone A,Part-Time,Admin Offices,Field Operations,24-05-1971,MA,Male,Black,Divorced,Fully Meets,3,03-07-2023,1,2,3,11-Dec-22,Communication Skills,External,Passed,2,300.52,48
1711,28-Sep-18,Senior BI Developer,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,General - Con,21-04-1985,MA,Male,Other,Widowed,Fully Meets,3,05-05-2023,5,1,4,30-Sep-22,Technical Skills,External,Failed,3,102.19,33
1712,12-Dec-18,Senior BI Developer,CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,29-02-1972,MA,Female,Black,Single,Fully Meets,3,12-05-2023,3,2,3,06-Jun-23,Communication Skills,Internal,Completed,2,581.16,46
1713,01-Dec-21,Sales Manager,SVG,Active,Contract,Zone B,Full-Time,IT/IS,General - Con,29-08-1990,MA,Female,Asian,Married,Fully Meets,3,11-10-2022,4,4,5,11-Mar-23,Leadership Development,Internal,Incomplete,3,752.91,31
1714,12-Jan-22,Sales Manager,EW,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,20-04-2000,MA,Female,White,Married,Fully Meets,3,27-02-2023,1,2,3,24-Jul-23,Project Management,External,Passed,3,374.58,22
1715,27-Oct-20,CIO,WBL,Active,Full-Time,Zone B,Part-Time,IT/IS,Aerial,10-01-1966,MA,Female,White,Divorced,Fully Meets,3,16-04-2023,2,2,5,17-Feb-23,Leadership Development,Internal,Incomplete,3,788.64,54
1716,02-Nov-20,BI Director,NEL,Active,Contract,Zone C,Part-Time,IT/IS,General - Con,19-03-1961,MA,Female,Asian,Widowed,Fully Meets,3,15-01-2023,2,1,1,13-Feb-23,Communication Skills,External,Incomplete,2,234.05,59
1717,24-Apr-21,BI Developer,BPC,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Con,26-11-1959,MA,Male,Asian,Widowed,Fully Meets,3,06-03-2023,4,2,5,05-Nov-22,Customer Service,External,Incomplete,1,381.33,62
1718,29-Jun-20,BI Developer,CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,Field Operations,04-01-2001,MA,Male,Other,Divorced,Fully Meets,3,19-07-2023,5,4,5,24-Dec-22,Leadership Development,Internal,Passed,3,527.62,19
1719,15-Jul-21,BI Developer,SVG,Active,Contract,Zone B,Temporary,IT/IS,Field Operations,10-05-1993,MA,Male,Hispanic,Widowed,Fully Meets,3,29-03-2023,2,3,1,12-Sep-22,Leadership Development,External,Passed,3,442.1,28
1720,20-Jun-23,Senior BI Developer,MSC,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,08-03-1965,MA,Male,Other,Single,Fully Meets,3,10-07-2023,4,3,2,19-Jan-23,Project Management,Internal,Passed,2,396.81,58
1721,22-Sep-19,Senior BI Developer,NEL,Active,Full-Time,Zone B,Full-Time,IT/IS,Finance & Accounting,25-11-1998,MA,Male,White,Divorced,Fully Meets,3,30-06-2023,5,4,4,16-Feb-23,Project Management,External,Failed,2,730.31,21
1722,22-Feb-22,Senior BI Developer,PL,Active,Full-Time,Zone B,Full-Time,IT/IS,Wireless,30-01-1968,MA,Female,Hispanic,Divorced,Fully Meets,3,16-03-2023,2,2,4,14-May-23,Technical Skills,External,Incomplete,2,128.06,54
1723,01-Jul-20,Sales Manager,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,General - Eng,07-04-1969,MA,Female,Black,Widowed,Fully Meets,3,16-09-2022,5,1,5,25-Sep-22,Technical Skills,External,Passed,5,942.63,51
1724,13-May-21,CIO,TNS,Active,Part-Time,Zone C,Part-Time,IT/IS,Yard (Material Handling),20-10-1957,MA,Female,Other,Divorced,Fully Meets,3,22-09-2022,4,2,2,11-Apr-23,Customer Service,Internal,Failed,5,733.63,64
1725,30-May-21,BI Developer,PL,Active,Contract,Zone A,Part-Time,IT/IS,Field Operations,29-09-1947,MA,Male,Black,Divorced,Fully Meets,3,09-04-2023,2,4,5,16-Jan-23,Customer Service,External,Completed,1,743.28,74
1726,04-Jul-19,BI Developer,NEL,Active,Contract,Zone B,Full-Time,IT/IS,Wireline Construction,21-01-1981,MA,Male,Asian,Single,Fully Meets,3,14-06-2023,3,5,3,19-Oct-22,Technical Skills,Internal,Completed,4,435.18,38
1727,31-May-19,BI Developer,MSC,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,16-02-1996,MA,Male,Hispanic,Widowed,Fully Meets,3,22-12-2022,4,2,4,16-Feb-23,Technical Skills,Internal,Failed,5,252.22,23
1728,13-Mar-20,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,11-01-1972,MA,Male,White,Divorced,Fully Meets,3,01-08-2023,1,4,2,31-Dec-22,Customer Service,External,Completed,2,103.07,48
1729,06-Jan-20,Production Technician I,EW,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,30-12-1946,MA,Female,Other,Divorced,Fully Meets,3,15-02-2023,1,1,2,22-Mar-23,Technical Skills,Internal,Incomplete,2,386.87,74
1730,30-Apr-23,Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Production       ,General - Eng,10-06-1976,MA,Female,White,Divorced,Fully Meets,3,03-07-2023,2,4,4,20-Mar-23,Customer Service,External,Incomplete,3,718.21,47
1731,11-Jul-21,Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production       ,Engineers,22-03-1947,MA,Male,Black,Divorced,Fully Meets,3,23-06-2023,1,4,1,27-Feb-23,Customer Service,Internal,Failed,1,578.81,74
1732,02-Jul-21,Production Technician II,WBL,Terminated,Contract,Zone B,Temporary,Production       ,Fielders,13-04-1961,MA,Female,Hispanic,Widowed,Fully Meets,3,24-10-2022,1,5,4,06-Jul-23,Project Management,Internal,Completed,1,562.06,60
1733,23-Oct-19,Production Technician I,EW,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,15-02-1950,MA,Female,Black,Married,Fully Meets,3,26-10-2022,4,5,3,08-Jan-23,Leadership Development,External,Incomplete,5,845.86,69
1734,19-Jan-19,Production Technician I,NEL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,22-06-1942,MA,Male,White,Widowed,Fully Meets,3,04-04-2023,4,1,4,16-Jan-23,Project Management,External,Completed,2,391.39,77
1735,08-Jan-21,Production Technician I,NEL,Terminated,Full-Time,Zone A,Full-Time,Production       ,Shop (Fleet),08-04-1942,MA,Female,White,Divorced,Fully Meets,3,10-05-2023,4,4,5,22-Jul-23,Project Management,Internal,Passed,1,203.04,79
1736,29-Jan-19,Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,25-08-1955,MA,Male,Other,Married,Fully Meets,3,21-04-2023,3,1,3,09-Mar-23,Leadership Development,Internal,Incomplete,4,717.29,64
1737,27-Oct-18,Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Production       ,General - Eng,26-02-1983,MA,Female,Hispanic,Widowed,Fully Meets,3,30-03-2023,4,5,2,17-Oct-22,Leadership Development,External,Incomplete,5,719.0,35
1738,30-May-23,Production Technician II,CCDR,Terminated,Contract,Zone A,Part-Time,Production       ,General - Eng,17-11-1983,MA,Male,White,Single,Fully Meets,3,13-11-2022,4,1,2,09-Jan-23,Customer Service,External,Incomplete,5,802.66,40
1739,15-Jul-19,Production Technician II,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Aerial,11-01-1982,MA,Female,Hispanic,Married,Fully Meets,3,10-10-2022,2,5,1,04-Jul-23,Communication Skills,Internal,Incomplete,1,388.07,37
1740,17-Mar-20,Production Technician I,NEL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,03-04-1963,MA,Female,Other,Married,Fully Meets,3,20-09-2022,5,4,4,18-Feb-23,Project Management,Internal,Completed,2,350.26,57
1741,16-Sep-22,Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,General - Eng,11-01-1981,MA,Female,Asian,Single,Fully Meets,3,22-08-2022,3,4,2,08-Nov-22,Leadership Development,External,Completed,5,625.76,41
1742,04-Jan-21,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,02-03-1971,MA,Female,Asian,Divorced,Fully Meets,3,20-05-2023,5,5,3,19-Apr-23,Communication Skills,External,Incomplete,1,206.72,50
1743,30-Nov-18,Production Technician I,SVG,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,03-06-2001,MA,Male,Black,Single,Fully Meets,3,20-04-2023,4,1,5,13-Jul-23,Project Management,External,Passed,4,954.37,17
1744,24-Jul-22,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,05-05-1947,MA,Female,Hispanic,Married,Fully Meets,3,02-05-2023,2,1,4,24-Dec-22,Communication Skills,Internal,Failed,4,728.77,75
1745,05-Feb-22,Production Technician II,EW,Active,Contract,Zone C,Part-Time,Production       ,Aerial,26-09-1989,MA,Female,Other,Widowed,Fully Meets,3,14-11-2022,4,4,3,05-Sep-22,Leadership Development,External,Completed,1,996.01,33
1746,23-Apr-20,Production Technician I,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,06-04-1962,MA,Male,Hispanic,Widowed,Fully Meets,3,20-06-2023,4,3,4,18-Nov-22,Communication Skills,Internal,Incomplete,2,787.19,58
1748,13-Jan-22,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Underground,09-01-1973,MA,Female,White,Widowed,Fully Meets,3,12-02-2023,3,2,4,26-Mar-23,Leadership Development,External,Failed,5,433.03,49
1749,26-Nov-20,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Field Operations,03-02-1964,MA,Female,Hispanic,Divorced,Fully Meets,3,05-08-2022,1,4,5,21-Jul-23,Leadership Development,Internal,Incomplete,3,148.69,56
1750,07-Dec-18,Production Technician I,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,11-04-1977,MA,Female,Other,Widowed,Fully Meets,3,13-11-2022,1,2,5,20-Aug-22,Project Management,Internal,Incomplete,1,523.44,41
1751,19-Apr-23,Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,General - Con,29-05-2001,MA,Female,Hispanic,Widowed,Fully Meets,3,24-08-2022,4,4,1,10-Dec-22,Project Management,External,Incomplete,5,719.54,22
1752,05-Mar-22,Production Technician I,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,04-11-1982,MA,Male,White,Single,Fully Meets,3,11-12-2022,2,1,2,09-Oct-22,Leadership Development,External,Incomplete,3,560.55,40
1753,20-Jun-19,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,07-03-1943,MA,Male,Black,Divorced,Fully Meets,3,30-05-2023,5,3,3,18-Mar-23,Customer Service,Internal,Completed,1,711.71,76
1754,13-Sep-22,Production Technician I,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,18-11-1991,MA,Male,Asian,Single,Fully Meets,3,29-12-2022,5,5,1,30-Jan-23,Project Management,External,Failed,1,980.65,31
1755,02-Jan-19,Production Technician I,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,05-10-1994,MA,Male,Other,Widowed,Fully Meets,3,17-10-2022,4,1,1,22-Nov-22,Communication Skills,External,Incomplete,2,367.76,25
1756,06-Jun-22,Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,25-03-1961,MA,Male,Black,Widowed,Fully Meets,3,27-06-2023,2,4,4,22-Apr-23,Communication Skills,Internal,Failed,1,849.36,61
1757,09-Jan-20,Production Technician I,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,01-02-1985,MA,Female,White,Widowed,Fully Meets,3,18-08-2022,5,4,5,31-Dec-22,Technical Skills,Internal,Incomplete,5,305.05,35
1758,03-Jan-19,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,22-05-1958,MA,Male,White,Single,Fully Meets,3,18-08-2022,5,3,5,14-May-23,Customer Service,Internal,Completed,5,296.24,61
1759,23-Jan-21,Production Technician I,PYZ,Active,Contract,Zone B,Part-Time,Production       ,General - Con,11-12-1947,MA,Male,White,Married,Fully Meets,3,16-09-2022,5,2,4,21-Oct-22,Project Management,Internal,Completed,4,220.06,74
1760,08-Feb-20,Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,20-08-1993,MA,Male,Hispanic,Single,Fully Meets,3,16-03-2023,5,3,2,20-Jan-23,Technical Skills,External,Passed,3,378.51,27
1761,29-Oct-21,Production Technician I,NEL,Terminated,Contract,Zone C,Temporary,Production       ,Field Operations,16-05-1961,MA,Female,Other,Married,Fully Meets,3,20-02-2023,3,2,1,07-Nov-22,Technical Skills,External,Completed,4,905.6,60
1762,04-Jul-23,Production Technician I,PL,Terminated,Contract,Zone B,Part-Time,Production       ,Wireless,19-02-2001,MA,Female,White,Divorced,Fully Meets,3,19-03-2023,3,3,5,02-Sep-22,Customer Service,External,Incomplete,3,669.57,22
1763,06-Apr-23,Production Technician I,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,13-01-1950,MA,Female,Asian,Widowed,Fully Meets,3,18-08-2022,4,2,4,02-Mar-23,Leadership Development,External,Completed,2,723.9,73
1764,17-Jan-23,Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,02-01-1949,MA,Female,Black,Married,Fully Meets,3,13-03-2023,2,3,5,07-May-23,Communication Skills,Internal,Passed,1,834.44,74
1765,17-Oct-19,Production Technician II,BPC,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,07-09-1991,MA,Female,Asian,Divorced,Fully Meets,3,24-12-2022,5,5,2,04-Aug-23,Leadership Development,External,Incomplete,1,393.88,28
1766,22-Jun-19,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Field Operations,15-07-1957,MA,Female,Asian,Married,Fully Meets,3,23-05-2023,1,5,2,07-Jul-23,Customer Service,External,Incomplete,3,637.61,62
1767,10-Feb-23,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,31-12-1995,MA,Female,White,Divorced,Fully Meets,3,09-08-2022,4,1,1,25-Oct-22,Project Management,External,Passed,3,902.11,28
1768,13-Oct-22,Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,Aerial,26-02-1977,MA,Female,Black,Married,Fully Meets,3,11-02-2023,3,3,3,30-Sep-22,Leadership Development,External,Passed,1,999.79,45
1769,07-Mar-23,Production Technician I,PL,Active,Contract,Zone B,Temporary,Production       ,Engineers,29-04-1974,MA,Male,Hispanic,Widowed,Fully Meets,3,10-02-2023,4,3,5,27-Mar-23,Leadership Development,Internal,Passed,1,976.58,49
1770,12-Sep-18,Production Technician I,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Sga,05-03-1971,MA,Male,Hispanic,Single,Fully Meets,3,24-02-2023,1,3,5,04-Sep-22,Customer Service,External,Incomplete,2,257.2,47
1771,27-Jun-20,Production Technician I,CCDR,Active,Part-Time,Zone C,Part-Time,Production       ,Shop (Fleet),27-08-1950,MA,Male,Hispanic,Widowed,Fully Meets,3,03-06-2023,3,2,1,27-Feb-23,Technical Skills,External,Incomplete,2,991.1,70
1772,28-Dec-18,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Con,28-06-1954,MA,Male,Asian,Widowed,Fully Meets,3,01-01-2023,3,4,5,20-Aug-22,Technical Skills,External,Passed,2,205.64,64
1773,20-Jan-21,Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Production       ,General - Eng,22-03-1942,MA,Male,Black,Married,Fully Meets,3,20-11-2022,5,5,2,30-Dec-22,Leadership Development,Internal,Passed,2,817.45,79
1774,14-Sep-19,Production Technician I,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,24-09-1989,MA,Female,Asian,Widowed,Fully Meets,3,09-12-2022,1,1,2,08-Jun-23,Customer Service,External,Failed,5,643.22,30
1775,06-Oct-18,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,11-05-1997,MA,Male,Black,Single,Fully Meets,3,10-05-2023,4,2,3,08-May-23,Project Management,Internal,Failed,4,795.28,21
1776,03-Aug-21,Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,11-03-1955,MA,Male,Asian,Divorced,Fully Meets,3,16-01-2023,3,2,3,07-Sep-22,Project Management,Internal,Failed,2,521.69,66
1777,05-Jul-19,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Splicing,25-04-1962,MA,Female,Hispanic,Single,Fully Meets,3,02-02-2023,1,3,1,24-Apr-23,Customer Service,External,Incomplete,3,157.78,57
1778,25-Apr-19,Production Technician I,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,18-05-1949,MA,Female,Other,Widowed,Fully Meets,3,19-11-2022,3,5,4,01-Sep-22,Project Management,External,Passed,3,803.94,70
1779,15-Jul-23,Production Technician I,PL,Active,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,04-05-1961,MA,Female,Other,Married,Fully Meets,3,22-08-2022,5,3,4,27-Nov-22,Project Management,Internal,Passed,3,188.56,62
1780,10-Dec-22,Production Technician I,BPC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,11-07-1993,MA,Female,Hispanic,Widowed,Fully Meets,3,03-06-2023,2,3,2,25-Mar-23,Technical Skills,External,Passed,2,663.72,29
1781,02-May-19,Production Technician I,CCDR,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,11-12-1983,MA,Female,White,Divorced,Fully Meets,3,27-09-2022,2,2,4,04-Jul-23,Technical Skills,External,Failed,4,892.3,36
1782,13-Jan-19,Production Technician II,NEL,Terminated,Contract,Zone A,Temporary,Production       ,Field Operations,08-10-1950,MA,Female,Other,Married,Fully Meets,3,07-07-2023,3,4,1,21-Dec-22,Communication Skills,Internal,Passed,3,560.35,69
1783,09-Jun-21,Production Technician I,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,07-12-1981,MA,Female,White,Widowed,Fully Meets,3,21-04-2023,5,2,4,24-Dec-22,Technical Skills,External,Passed,2,595.5,40
1784,02-Aug-23,Production Technician I,WBL,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,30-03-1971,MA,Female,Other,Divorced,Fully Meets,3,23-02-2023,2,3,1,17-Nov-22,Communication Skills,External,Passed,2,242.18,52
1785,17-Jun-23,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Technology / It,17-01-1950,MA,Female,White,Widowed,Fully Meets,3,08-08-2022,4,4,5,07-Jan-23,Project Management,Internal,Failed,5,104.95,73
1786,31-Mar-22,Production Technician I,PL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,10-11-1979,MA,Male,Hispanic,Widowed,Fully Meets,3,03-06-2023,4,2,1,23-Apr-23,Communication Skills,External,Completed,2,942.28,43
1787,06-Apr-19,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Engineers,10-07-1956,MA,Male,Hispanic,Divorced,Fully Meets,3,23-02-2023,2,5,3,31-Aug-22,Project Management,Internal,Passed,2,756.7,63
1788,11-Jul-20,Production Technician I,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,08-02-1976,MA,Male,Other,Divorced,Fully Meets,3,04-08-2023,2,5,1,23-Dec-22,Leadership Development,Internal,Completed,4,290.99,44
1789,22-Apr-23,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,Engineers,17-02-1963,MA,Male,Other,Widowed,Fully Meets,3,07-10-2022,4,3,1,08-Jan-23,Leadership Development,External,Incomplete,2,700.97,60
1790,02-Dec-22,Production Technician I,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Aerial,09-03-1956,MA,Female,Asian,Divorced,Fully Meets,3,11-10-2022,4,5,4,19-Aug-22,Communication Skills,Internal,Incomplete,4,631.98,66
1791,06-Mar-21,Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,02-08-1981,MA,Female,Hispanic,Divorced,Fully Meets,3,18-09-2022,4,5,3,26-Nov-22,Project Management,Internal,Failed,5,282.85,40
1792,21-May-19,Production Technician I,TNS,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Eng,02-04-1950,MA,Male,Black,Divorced,Fully Meets,3,12-09-2022,2,3,5,29-Nov-22,Technical Skills,Internal,Completed,1,412.58,69
1793,23-Oct-18,Production Technician I,BPC,Active,Full-Time,Zone B,Temporary,Production       ,Executive,22-05-1945,MA,Female,Hispanic,Single,Fully Meets,3,04-09-2022,1,1,2,28-Feb-23,Communication Skills,External,Passed,1,943.91,73
1794,26-May-21,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Production       ,General - Sga,13-08-1963,MA,Female,White,Widowed,Fully Meets,3,17-05-2023,4,4,2,31-Oct-22,Leadership Development,Internal,Completed,3,208.13,58
1795,01-Dec-19,Production Technician I,EW,Terminated,Full-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),04-04-1960,MA,Female,Asian,Widowed,Fully Meets,3,10-06-2023,5,1,4,24-Feb-23,Leadership Development,External,Passed,2,145.47,59
1796,07-Jun-21,Production Technician I,MSC,Terminated,Contract,Zone A,Full-Time,Production       ,Wireless,26-06-1976,MA,Female,Hispanic,Divorced,Fully Meets,3,23-11-2022,3,5,2,27-Oct-22,Customer Service,External,Failed,1,727.51,45
1797,13-Oct-20,Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,18-09-1987,MA,Female,Hispanic,Widowed,Fully Meets,3,03-05-2023,3,3,5,24-Dec-22,Project Management,External,Failed,5,581.43,33
